,Phone,Area_Code,State,Churn,Intl_Plan,Vmail_Plan,CustServ_Calls,Vmail_Message,Account_Length,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,Total_Mins,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,Day_Charge,Eve_Charge,Night_Charge,Intl_Charge,Total_Calls,Total_Charge,Avg_Daily_Charge,Avg_Cost_Per_Minute,Avg_Minutes_Per_Call,Avg_Cost_Per_Call,Day_Mins_to_Total,Eve_Mins_to_Total,Night_Mins_to_Total,Intl_Mins_to_Total,Day_Charge_to_Total,Eve_Charge_to_Total,Night_Charge_to_Total,Intl_Charge_to_Total,Care_Status,Total_Charge_Over_70
104,397-4976,408,IN,no,no,no,1,0,122,170.5,173.7,248.6,11.3,604.1,94,109,75,2,28.99,14.76,11.19,3.05,280,57.99,0.48,0.1,2.16,0.21,28.22,28.75,41.15,1.87,49.99,25.45,19.3,5.26,low,no
105,334-2577,408,AZ,no,no,no,4,0,95,238.1,187.2,190.0,11.8,627.1,65,98,115,4,40.48,15.91,8.55,3.19,282,68.13,0.72,0.11,2.22,0.24,37.97,29.85,30.3,1.88,59.42,23.35,12.55,4.68,critical,no
106,400-3637,510,MI,no,no,yes,2,29,36,281.4,202.2,187.2,9.0,679.8,102,76,113,6,47.84,17.19,8.42,2.43,297,75.88,2.11,0.11,2.29,0.26,41.39,29.74,27.54,1.32,63.05,22.65,11.1,3.2,high,yes
107,383-4361,510,NM,no,no,yes,1,21,93,117.9,164.5,217.0,9.8,509.2,131,115,86,3,20.04,13.98,9.76,2.65,335,46.43,0.5,0.09,1.52,0.14,23.15,32.31,42.62,1.92,43.16,30.11,21.02,5.71,low,no
108,371-4306,415,CO,no,no,yes,1,32,141,148.6,131.1,219.4,10.1,509.2,91,97,142,1,25.26,11.14,9.87,2.73,331,49.0,0.35,0.1,1.54,0.15,29.18,25.75,43.09,1.98,51.55,22.73,20.14,5.57,low,no
109,403-4298,408,UT,no,no,no,3,0,157,229.8,147.9,241.4,9.6,628.7,90,121,108,7,39.07,12.57,10.86,2.59,326,65.09,0.41,0.1,1.93,0.2,36.55,23.52,38.4,1.53,60.02,19.31,16.68,3.98,critical,no
110,409-3786,408,MI,no,no,no,1,0,120,165.0,317.2,119.2,8.3,609.7,100,83,86,8,28.05,26.96,5.36,2.24,277,62.61,0.52,0.1,2.2,0.23,27.06,52.03,19.55,1.36,44.8,43.06,8.56,3.58,low,no
111,337-4697,415,MA,no,no,no,2,0,103,185.0,223.3,222.8,12.6,643.7,117,94,91,2,31.45,18.98,10.03,3.4,304,63.86,0.62,0.1,2.12,0.21,28.74,34.69,34.61,1.96,49.25,29.72,15.71,5.32,high,no
112,383-1509,408,AL,no,no,no,4,0,98,161.0,190.9,227.7,12.1,591.7,117,113,113,4,27.37,16.23,10.25,3.27,347,57.12,0.58,0.1,1.71,0.16,27.21,32.26,38.48,2.04,47.92,28.41,17.94,5.72,critical,no
113,359-9794,408,DE,no,no,no,1,0,125,126.7,206.0,247.8,13.3,593.8,108,90,114,7,21.54,17.51,11.15,3.59,319,53.79,0.43,0.09,1.86,0.17,21.34,34.69,41.73,2.24,40.04,32.55,20.73,6.67,low,no
114,407-7035,415,AZ,no,no,no,1,0,63,58.9,169.6,211.4,9.4,449.3,125,59,88,3,10.01,14.42,9.51,2.54,275,36.48,0.58,0.08,1.63,0.13,13.11,37.75,47.05,2.09,27.44,39.53,26.07,6.96,low,no
115,363-1069,510,ME,yes,yes,yes,0,42,36,196.8,254.9,138.3,20.0,610.0,89,122,126,6,33.46,21.67,6.22,5.4,343,66.75,1.85,0.11,1.78,0.19,32.26,41.79,22.67,3.28,50.13,32.46,9.32,8.09,none,no
116,391-4652,510,NJ,no,no,no,1,0,64,162.6,152.3,57.5,14.2,386.6,83,109,122,3,27.64,12.95,2.59,3.83,317,47.01,0.73,0.12,1.22,0.15,42.06,39.39,14.87,3.67,58.8,27.55,5.51,8.15,low,no
117,355-6837,415,NV,yes,no,no,1,0,74,282.5,219.9,170.0,9.4,681.8,114,48,115,4,48.03,18.69,7.65,2.54,281,76.91,1.04,0.11,2.43,0.27,41.43,32.25,24.93,1.38,62.45,24.3,9.95,3.3,low,yes
118,409-1244,510,MO,no,no,yes,2,36,112,113.7,157.5,177.6,10.0,458.8,117,82,118,3,19.33,13.39,7.99,2.7,320,43.41,0.39,0.09,1.43,0.14,24.78,34.33,38.71,2.18,44.53,30.85,18.41,6.22,high,no
119,328-3266,408,ID,no,no,no,2,0,97,239.8,214.8,143.3,8.7,606.6,125,111,81,5,40.77,18.26,6.45,2.35,322,67.83,0.7,0.11,1.88,0.21,39.53,35.41,23.62,1.43,60.11,26.92,9.51,3.46,high,no
120,352-7072,408,NE,no,no,no,1,0,46,210.2,227.3,200.1,13.1,650.7,92,77,116,7,35.73,19.32,9.0,3.54,292,67.59,1.47,0.1,2.23,0.23,32.3,34.93,30.75,2.01,52.86,28.58,13.32,5.24,low,no
121,370-7550,408,TX,no,no,yes,0,22,41,213.8,141.8,142.2,7.2,505.0,102,86,123,3,36.35,12.05,6.4,1.94,314,56.74,1.38,0.11,1.61,0.18,42.34,28.08,28.16,1.43,64.06,21.24,11.28,3.42,none,no
122,369-5526,510,MD,no,no,no,3,0,121,190.7,183.5,220.8,9.8,604.8,103,117,103,4,32.42,15.6,9.94,2.65,327,60.61,0.5,0.1,1.85,0.19,31.53,30.34,36.51,1.62,53.49,25.74,16.4,4.37,critical,no
123,329-4391,415,MS,no,no,no,1,0,193,170.9,132.3,112.9,11.6,427.7,124,95,89,3,29.05,11.25,5.08,3.13,311,48.51,0.25,0.11,1.38,0.16,39.96,30.93,26.4,2.71,59.88,23.19,10.47,6.45,low,no
124,408-4195,510,NV,no,no,no,2,0,130,154.2,110.2,227.4,9.2,501.0,119,98,117,5,26.21,9.37,10.23,2.48,339,48.29,0.37,0.1,1.48,0.14,30.78,22.0,45.39,1.84,54.28,19.4,21.18,5.14,high,no
125,354-4445,408,AZ,no,no,no,1,0,85,201.4,229.4,252.5,12.0,695.3,52,104,106,3,34.24,19.5,11.36,3.24,265,68.34,0.8,0.1,2.62,0.26,28.97,32.99,36.32,1.73,50.1,28.53,16.62,4.74,low,no
126,335-4858,415,MS,yes,no,no,4,0,162,70.7,157.5,154.8,9.1,392.1,108,87,82,3,12.02,13.39,6.97,2.46,280,34.84,0.22,0.09,1.4,0.12,18.03,40.17,39.48,2.32,34.5,38.43,20.01,7.06,critical,no
127,414-8718,510,MS,yes,no,yes,4,27,61,187.5,146.6,225.7,6.4,566.2,124,103,129,6,31.88,12.46,10.16,1.73,362,56.23,0.92,0.1,1.56,0.16,33.12,25.89,39.86,1.13,56.7,22.16,18.07,3.08,critical,no
128,409-5939,408,TX,no,no,no,2,0,92,91.7,193.7,175.0,9.2,469.6,90,123,86,4,15.59,16.46,7.88,2.48,303,42.41,0.46,0.09,1.55,0.14,19.53,41.25,37.27,1.96,36.76,38.81,18.58,5.85,high,no
129,331-4902,408,NE,no,no,yes,3,36,131,214.2,161.7,264.7,9.5,650.1,115,117,102,4,36.41,13.74,11.91,2.57,338,64.63,0.49,0.1,1.92,0.19,32.95,24.87,40.72,1.46,56.34,21.26,18.43,3.98,critical,no
130,353-6870,415,NE,no,no,no,3,0,90,145.5,217.7,146.9,10.9,521.0,92,114,123,2,24.74,18.5,6.61,2.94,331,52.79,0.59,0.1,1.57,0.16,27.93,41.79,28.2,2.09,46.86,35.04,12.52,5.57,critical,no
131,355-2909,408,CA,no,no,no,1,0,75,166.3,158.2,256.7,6.1,587.3,125,86,80,5,28.27,13.45,11.55,1.65,296,54.92,0.73,0.09,1.98,0.19,28.32,26.94,43.71,1.04,51.47,24.49,21.03,3.0,low,no
132,390-6101,415,NJ,no,no,no,1,0,78,231.0,230.4,261.4,9.5,732.3,115,140,120,3,39.27,19.58,11.76,2.57,378,73.18,0.94,0.1,1.94,0.19,31.54,31.46,35.7,1.3,53.66,26.76,16.07,3.51,low,yes
133,400-3446,408,TX,no,no,no,4,0,82,200.3,201.2,206.1,7.1,614.7,96,102,60,1,34.05,17.1,9.27,1.92,259,62.34,0.76,0.1,2.37,0.24,32.59,32.73,33.53,1.16,54.62,27.43,14.87,3.08,critical,no
134,411-5859,408,AR,no,no,no,1,0,163,197.0,202.6,206.4,9.1,615.1,109,128,80,10,33.49,17.22,9.29,2.46,327,62.46,0.38,0.1,1.88,0.19,32.03,32.94,33.56,1.48,53.62,27.57,14.87,3.94,low,no
135,387-2919,510,AL,no,yes,no,3,0,91,129.9,173.3,247.2,11.2,561.6,112,83,130,3,22.08,14.73,11.12,3.02,328,50.95,0.56,0.09,1.71,0.16,23.13,30.86,44.02,1.99,43.34,28.91,21.83,5.93,critical,no
136,374-8525,415,NY,no,no,yes,5,21,75,175.8,217.5,237.5,5.3,636.1,97,106,134,4,29.89,18.49,10.69,1.43,341,60.5,0.81,0.1,1.87,0.18,27.64,34.19,37.34,0.83,49.4,30.56,17.67,2.36,critical,no
137,379-5592,510,FL,no,no,no,3,0,91,203.1,210.1,195.6,12.0,620.8,106,113,129,3,34.53,17.86,8.8,3.24,351,64.43,0.71,0.1,1.77,0.18,32.72,33.84,31.51,1.93,53.59,27.72,13.66,5.03,critical,no
138,345-8237,510,AK,no,no,yes,1,36,127,183.2,126.8,263.3,11.2,584.5,117,76,71,8,31.14,10.78,11.85,3.02,272,56.79,0.45,0.1,2.15,0.21,31.34,21.69,45.05,1.92,54.83,18.98,20.87,5.32,low,no
139,422-6690,415,NV,no,no,yes,2,23,113,205.0,152.0,158.6,10.2,525.8,101,60,59,5,34.85,12.92,7.14,2.75,225,57.66,0.51,0.11,2.34,0.26,38.99,28.91,30.16,1.94,60.44,22.41,12.38,4.77,high,no
140,346-2359,510,DE,no,no,no,1,0,110,148.5,276.4,193.6,12.4,630.9,115,84,112,3,25.25,23.49,8.71,3.35,314,60.8,0.55,0.1,2.01,0.19,23.54,43.81,30.69,1.97,41.53,38.63,14.33,5.51,low,no
141,374-3534,415,MD,no,no,yes,0,39,120,200.3,220.4,253.8,10.5,685.0,68,97,116,4,34.05,18.73,11.42,2.84,285,67.04,0.56,0.1,2.4,0.24,29.24,32.18,37.05,1.53,50.79,27.94,17.03,4.24,none,no
142,381-4756,415,MI,no,no,yes,3,28,157,192.6,195.5,109.7,6.8,504.6,107,74,139,5,32.74,16.62,4.94,1.84,325,56.14,0.36,0.11,1.55,0.17,38.17,38.74,21.74,1.35,58.32,29.6,8.8,3.28,critical,no
143,390-2805,510,VT,no,no,no,1,0,103,246.5,195.5,200.5,11.7,654.2,47,84,96,4,41.91,16.62,9.02,3.16,231,70.71,0.69,0.11,2.83,0.31,37.68,29.88,30.65,1.79,59.27,23.5,12.76,4.47,low,yes
144,390-2390,408,VT,yes,yes,no,2,0,117,167.1,177.5,249.4,14.1,608.1,86,87,132,7,28.41,15.09,11.22,3.81,312,58.53,0.5,0.1,1.95,0.19,27.48,29.19,41.01,2.32,48.54,25.78,19.17,6.51,high,no
145,419-9097,415,MI,no,no,no,3,0,140,231.9,160.1,110.4,14.3,516.7,101,94,98,6,39.42,13.61,4.97,3.86,299,61.86,0.44,0.12,1.73,0.21,44.88,30.99,21.37,2.77,63.72,22.0,8.03,6.24,critical,no
146,386-7281,408,WA,no,no,no,1,0,127,146.7,203.5,203.4,13.7,567.3,91,78,110,3,24.94,17.3,9.15,3.7,282,55.09,0.43,0.1,2.01,0.2,25.86,35.87,35.85,2.41,45.27,31.4,16.61,6.72,low,no
147,380-3561,408,UT,no,yes,no,1,0,83,271.5,216.3,121.1,11.7,620.6,87,126,105,4,46.16,18.39,5.45,3.16,322,73.16,0.88,0.12,1.93,0.23,43.75,34.85,19.51,1.89,63.09,25.14,7.45,4.32,low,yes
148,390-8760,408,LA,no,no,no,1,0,121,181.5,218.4,161.6,8.5,570.0,121,98,103,5,30.86,18.56,7.27,2.3,327,58.99,0.49,0.1,1.74,0.18,31.84,38.32,28.35,1.49,52.31,31.46,12.32,3.9,low,no
149,366-6730,408,RI,no,no,yes,2,43,145,257.7,162.1,286.9,11.1,717.8,97,95,86,4,43.81,13.78,12.91,3.0,282,73.5,0.51,0.1,2.55,0.26,35.9,22.58,39.97,1.55,59.61,18.75,17.56,4.08,high,yes
150,395-5285,408,IA,no,no,no,1,0,113,193.8,221.4,172.3,10.6,598.1,99,125,67,6,32.95,18.82,7.75,2.86,297,62.38,0.55,0.1,2.01,0.21,32.4,37.02,28.81,1.77,52.82,30.17,12.42,4.58,low,no
151,354-3436,415,NE,no,no,no,1,0,117,102.8,206.7,299.0,10.1,618.6,119,91,105,7,17.48,17.57,13.46,2.73,322,51.24,0.44,0.08,1.92,0.16,16.62,33.41,48.33,1.63,34.11,34.29,26.27,5.33,low,no
152,336-7600,408,OH,no,no,no,1,0,65,187.9,157.6,227.3,7.5,580.3,116,117,86,6,31.94,13.4,10.23,2.03,325,57.6,0.89,0.1,1.79,0.18,32.38,27.16,39.17,1.29,55.45,23.26,17.76,3.52,low,no
153,383-6293,415,RI,no,no,no,1,0,56,226.0,248.5,140.5,6.9,621.9,112,118,142,11,38.42,21.12,6.32,1.86,383,67.72,1.21,0.11,1.62,0.18,36.34,39.96,22.59,1.11,56.73,31.19,9.33,2.75,low,no
154,362-4596,415,OK,no,no,no,5,0,96,260.4,146.0,269.5,11.5,687.4,115,46,87,4,44.27,12.41,12.13,3.11,252,71.92,0.75,0.1,2.73,0.29,37.88,21.24,39.21,1.67,61.55,17.26,16.87,4.32,critical,yes
155,401-3926,408,LA,no,no,no,0,0,151,178.7,292.1,265.9,9.8,746.5,116,138,101,4,30.38,24.83,11.97,2.65,359,69.83,0.46,0.09,2.08,0.19,23.94,39.13,35.62,1.31,43.51,35.56,17.14,3.79,none,no
156,370-9116,415,OH,yes,no,no,0,0,83,337.4,227.4,153.9,15.8,734.5,120,116,114,7,57.36,19.33,6.93,4.27,357,87.89,1.06,0.12,2.06,0.25,45.94,30.96,20.95,2.15,65.26,21.99,7.88,4.86,none,yes
157,328-6289,510,VA,no,no,yes,0,23,139,157.6,247.0,259.2,13.7,677.5,129,96,112,2,26.79,21.0,11.66,3.7,339,63.15,0.45,0.09,2.0,0.19,23.26,36.46,38.26,2.02,42.42,33.25,18.46,5.86,none,no
158,350-9994,510,MO,no,no,no,1,0,6,183.6,256.7,178.6,10.2,629.1,117,72,79,2,31.21,21.82,8.04,2.75,270,63.82,10.64,0.1,2.33,0.24,29.18,40.8,28.39,1.62,48.9,34.19,12.6,4.31,low,no
159,351-4616,510,FL,no,no,yes,1,24,115,142.1,183.4,164.8,9.6,499.9,124,129,114,4,24.16,15.59,7.42,2.59,371,49.76,0.43,0.1,1.35,0.13,28.43,36.69,32.97,1.92,48.55,31.33,14.91,5.2,low,no
160,360-5779,415,SC,no,no,no,0,0,87,136.3,172.2,137.5,7.1,453.1,97,108,101,5,23.17,14.64,6.19,1.92,311,45.92,0.53,0.1,1.46,0.15,30.08,38.0,30.35,1.57,50.46,31.88,13.48,4.18,none,no
161,417-4885,415,VA,no,no,no,0,0,141,217.1,241.5,253.5,12.0,724.1,110,111,103,6,36.91,20.53,11.41,3.24,330,72.09,0.51,0.1,2.19,0.22,29.98,33.35,35.01,1.66,51.2,28.48,15.83,4.49,none,yes
162,406-4710,510,IA,no,no,yes,3,36,141,187.5,241.4,229.5,10.5,668.9,99,116,105,5,31.88,20.52,10.33,2.84,325,65.57,0.47,0.1,2.06,0.2,28.03,36.09,34.31,1.57,48.62,31.29,15.75,4.33,critical,no
163,409-8743,415,MI,no,no,no,1,0,62,98.9,135.4,236.6,12.2,483.1,103,122,82,1,16.81,11.51,10.65,3.29,308,42.26,0.68,0.09,1.57,0.14,20.47,28.03,48.98,2.53,39.78,27.24,25.2,7.79,low,no
164,335-4584,415,OK,no,no,no,1,0,146,206.3,148.6,167.2,6.1,528.2,151,89,91,3,35.07,12.63,7.52,1.65,334,56.87,0.39,0.11,1.58,0.17,39.06,28.13,31.65,1.15,61.67,22.21,13.22,2.9,low,no
165,361-9845,415,DE,no,no,yes,2,33,92,243.1,213.8,228.7,12.1,697.7,92,92,104,2,41.33,18.17,10.29,3.27,290,73.06,0.79,0.1,2.41,0.25,34.84,30.64,32.78,1.73,56.57,24.87,14.08,4.48,high,yes
166,366-5699,510,GA,no,no,yes,1,31,185,189.8,163.3,264.8,7.5,625.4,126,133,126,3,32.27,13.88,11.92,2.03,388,60.1,0.32,0.1,1.61,0.15,30.35,26.11,42.34,1.2,53.69,23.09,19.83,3.38,low,no
167,329-9364,415,DC,no,no,no,1,0,148,202.0,243.2,261.3,10.9,717.4,102,128,90,3,34.34,20.67,11.76,2.94,323,69.71,0.47,0.1,2.22,0.22,28.16,33.9,36.42,1.52,49.26,29.65,16.87,4.22,low,no
168,390-7434,408,AZ,no,no,yes,1,38,94,170.1,193.3,105.9,12.8,482.1,124,116,73,4,28.92,16.43,4.77,3.46,317,53.58,0.57,0.11,1.52,0.17,35.28,40.1,21.97,2.66,53.98,30.66,8.9,6.46,low,no
169,404-9680,510,AL,no,no,no,0,0,32,230.9,187.4,154.0,6.3,578.6,87,90,53,2,39.25,15.93,6.93,1.7,232,63.81,1.99,0.11,2.49,0.28,39.91,32.39,26.62,1.09,61.51,24.96,10.86,2.66,none,no
170,338-9398,408,CO,no,no,no,1,0,68,237.1,223.5,97.4,13.2,571.2,105,105,79,2,40.31,19.0,4.38,3.56,291,67.25,0.99,0.12,1.96,0.23,41.51,39.13,17.05,2.31,59.94,28.25,6.51,5.29,low,no
171,394-2445,408,NH,no,no,yes,2,27,64,182.1,169.7,164.7,10.6,527.1,91,98,86,5,30.96,14.42,7.41,2.86,280,55.65,0.87,0.11,1.88,0.2,34.55,32.2,31.25,2.01,55.63,25.91,13.32,5.14,high,no
172,381-2709,415,NM,no,no,no,3,0,25,119.3,211.5,268.9,10.5,610.2,87,101,86,4,20.28,17.98,12.1,2.84,278,53.2,2.13,0.09,2.19,0.19,19.55,34.66,44.07,1.72,38.12,33.8,22.74,5.34,critical,no
173,397-5060,415,OR,no,no,no,1,0,65,116.8,178.9,182.4,14.1,492.2,87,93,150,2,19.86,15.21,8.21,3.81,332,47.09,0.72,0.1,1.48,0.14,23.73,36.35,37.06,2.86,42.17,32.3,17.43,8.09,low,no
174,415-2393,408,LA,no,no,no,0,0,179,219.2,149.4,244.7,6.1,619.4,92,125,104,5,37.26,12.7,11.01,1.65,326,62.62,0.35,0.1,1.9,0.19,35.39,24.12,39.51,0.98,59.5,20.28,17.58,2.63,none,no
175,377-1765,415,NE,no,no,no,2,0,94,252.6,169.0,170.9,11.1,603.6,104,125,106,7,42.94,14.37,7.69,3.0,342,68.0,0.72,0.11,1.76,0.2,41.85,28.0,28.31,1.84,63.15,21.13,11.31,4.41,high,no
176,409-2111,415,MN,no,no,no,0,0,62,147.1,190.4,195.2,12.2,544.9,91,107,115,3,25.01,16.18,8.78,3.29,316,53.26,0.86,0.1,1.72,0.17,27.0,34.94,35.82,2.24,46.96,30.38,16.49,6.18,none,no
177,401-3170,415,MI,no,no,no,2,0,127,202.1,229.4,195.2,11.5,638.2,103,86,113,3,34.36,19.5,8.78,3.11,305,65.75,0.52,0.1,2.09,0.22,31.67,35.94,30.59,1.8,52.26,29.66,13.35,4.73,high,no
178,405-5681,408,AR,no,no,no,3,0,116,173.5,194.1,208.0,16.2,591.8,93,76,112,10,29.5,16.5,9.36,4.37,291,59.73,0.51,0.1,2.03,0.21,29.32,32.8,35.15,2.74,49.39,27.62,15.67,7.32,critical,no
179,411-4582,408,KS,no,no,no,3,0,70,232.1,292.3,201.2,0.0,725.6,122,112,112,0,39.46,24.85,9.05,0.0,346,73.36,1.05,0.1,2.1,0.21,31.99,40.28,27.73,0.0,53.79,33.87,12.34,0.0,critical,yes
180,355-5009,510,WV,no,yes,yes,4,23,94,197.1,214.5,282.2,9.5,703.3,125,136,103,5,33.51,18.23,12.7,2.57,369,67.01,0.71,0.1,1.91,0.18,28.03,30.5,40.13,1.35,50.01,27.2,18.95,3.84,critical,no
181,372-3750,415,AK,yes,no,no,5,0,126,58.2,138.7,136.8,11.9,345.6,94,118,91,1,9.89,11.79,6.16,3.21,304,31.05,0.25,0.09,1.14,0.1,16.84,40.13,39.58,3.44,31.85,37.97,19.84,10.34,critical,no
182,405-2888,408,NY,no,no,yes,2,36,67,115.6,237.7,169.9,9.9,533.1,111,94,103,12,19.65,20.2,7.65,2.67,320,50.17,0.75,0.09,1.67,0.16,21.68,44.59,31.87,1.86,39.17,40.26,15.25,5.32,high,no
183,361-3337,408,NH,no,no,no,2,0,19,186.1,254.3,214.0,14.6,669.0,98,57,127,7,31.64,21.62,9.63,3.94,289,66.83,3.52,0.1,2.31,0.23,27.82,38.01,31.99,2.18,47.34,32.35,14.41,5.9,high,no
184,350-1639,510,VA,no,yes,no,3,0,170,259.9,245.0,134.4,8.4,647.7,68,122,121,3,44.18,20.83,6.05,2.27,314,73.33,0.43,0.11,2.06,0.23,40.13,37.83,20.75,1.3,60.25,28.41,8.25,3.1,critical,yes
185,333-3221,415,NM,no,no,no,1,0,73,214.3,268.5,241.2,10.8,734.8,145,135,92,13,36.43,22.82,10.85,2.92,385,73.02,1.0,0.1,1.91,0.19,29.16,36.54,32.83,1.47,49.89,31.25,14.86,4.0,low,yes
186,422-1471,408,NY,no,no,no,1,0,106,158.7,64.3,198.5,10.2,431.7,74,139,103,4,26.98,5.47,8.93,2.75,320,44.13,0.42,0.1,1.35,0.14,36.76,14.89,45.98,2.36,61.14,12.4,20.24,6.23,low,no
187,399-7865,415,AZ,no,no,no,2,0,93,271.6,229.4,77.3,10.9,589.2,71,108,121,3,46.17,19.5,3.48,2.94,303,72.09,0.78,0.12,1.94,0.24,46.1,38.93,13.12,1.85,64.04,27.05,4.83,4.08,high,yes
188,373-4819,510,WY,no,no,no,1,0,164,160.6,163.2,187.1,9.0,519.9,111,126,112,3,27.3,13.87,8.42,2.43,352,52.02,0.32,0.1,1.48,0.15,30.89,31.39,35.99,1.73,52.48,26.66,16.19,4.67,low,no
189,338-6981,408,WA,no,no,no,1,0,51,232.4,187.4,231.2,9.1,660.1,109,95,107,3,39.51,15.93,10.4,2.46,314,68.3,1.34,0.1,2.1,0.22,35.21,28.39,35.02,1.38,57.85,23.32,15.23,3.6,low,no
190,418-4365,415,CO,no,no,no,0,0,107,133.8,180.5,112.2,8.9,435.4,85,94,115,4,22.75,15.34,5.05,2.4,298,45.54,0.43,0.1,1.46,0.15,30.73,41.46,25.77,2.04,49.96,33.68,11.09,5.27,none,no
191,359-5461,415,TX,no,no,no,1,0,130,176.9,90.7,238.0,9.5,515.1,109,104,69,2,30.07,7.71,10.71,2.57,284,51.06,0.39,0.1,1.81,0.18,34.34,17.61,46.2,1.84,58.89,15.1,20.98,5.03,low,no
192,375-3586,408,KY,no,no,no,2,0,80,209.9,195.1,208.2,8.8,622.0,74,77,119,4,35.68,16.58,9.37,2.38,274,64.01,0.8,0.1,2.27,0.23,33.75,31.37,33.47,1.41,55.74,25.9,14.64,3.72,high,no
193,407-8376,415,MT,no,no,no,0,0,94,137.5,203.2,150.0,13.4,504.1,118,88,131,2,23.38,17.27,6.75,3.62,339,51.02,0.54,0.1,1.49,0.15,27.28,40.31,29.76,2.66,45.83,33.85,13.23,7.1,none,no
194,408-6496,408,OK,no,no,yes,1,23,118,289.5,166.6,119.1,9.5,584.7,52,111,88,4,49.22,14.16,5.36,2.57,255,71.31,0.6,0.12,2.29,0.28,49.51,28.49,20.37,1.62,69.02,19.86,7.52,3.6,low,yes
195,385-7688,415,MD,no,no,yes,1,23,117,198.1,177.0,180.5,6.8,562.4,86,86,92,6,33.68,15.05,8.12,1.84,270,58.69,0.5,0.1,2.08,0.22,35.22,31.47,32.09,1.21,57.39,25.64,13.84,3.14,low,no
196,332-6934,415,TN,no,no,no,0,0,78,149.7,182.2,261.5,9.7,603.1,119,115,126,8,25.45,15.49,11.77,2.62,368,55.33,0.71,0.09,1.64,0.15,24.82,30.21,43.36,1.61,46.0,28.0,21.27,4.74,none,no
197,378-3625,510,TX,yes,no,no,2,0,208,326.5,176.3,181.7,10.7,695.2,67,113,102,6,55.51,14.99,8.18,2.89,288,81.57,0.39,0.12,2.41,0.28,46.96,25.36,26.14,1.54,68.05,18.38,10.03,3.54,high,yes
198,353-7292,510,ME,yes,yes,yes,4,26,131,292.9,199.7,255.3,13.8,761.7,101,97,127,7,49.79,16.97,11.49,3.73,332,81.98,0.63,0.11,2.29,0.25,38.45,26.22,33.52,1.81,60.73,20.7,14.02,4.55,critical,yes
199,399-6786,408,DC,no,no,no,0,0,63,83.0,177.0,245.7,13.0,518.7,64,106,89,3,14.11,15.05,11.06,3.51,262,43.73,0.69,0.08,1.98,0.17,16.0,34.12,47.37,2.51,32.27,34.42,25.29,8.03,none,no
200,358-3261,415,MN,no,no,yes,3,24,53,145.7,220.5,249.9,13.1,629.2,146,136,96,5,24.77,18.74,11.25,3.54,383,58.3,1.1,0.09,1.64,0.15,23.16,35.04,39.72,2.08,42.49,32.14,19.3,6.07,critical,no
201,377-9932,408,DE,no,no,no,2,0,62,182.3,328.2,245.0,11.2,766.7,101,93,131,1,30.99,27.9,11.03,3.02,326,72.94,1.18,0.1,2.35,0.22,23.78,42.81,31.96,1.46,42.49,38.25,15.12,4.14,high,yes
202,397-4030,415,MD,no,no,no,3,0,97,218.0,184.0,240.5,6.4,648.9,86,94,110,8,37.06,15.64,10.82,1.73,298,65.25,0.67,0.1,2.18,0.22,33.6,28.36,37.06,0.99,56.8,23.97,16.58,2.65,critical,no
203,367-1062,510,MI,no,no,no,2,0,105,140.6,178.6,217.0,6.8,543.0,109,51,83,3,23.9,15.18,9.76,1.84,246,50.68,0.48,0.09,2.21,0.21,25.89,32.89,39.96,1.25,47.16,29.95,19.26,3.63,high,no
204,341-8467,415,WA,no,no,no,1,0,157,152.7,257.5,198.1,9.4,617.7,105,80,93,4,25.96,21.89,8.91,2.54,282,59.3,0.38,0.1,2.19,0.21,24.72,41.69,32.07,1.52,43.78,36.91,15.03,4.28,low,no
205,339-9453,415,MO,no,no,yes,1,36,66,106.7,209.8,190.4,12.1,519.0,76,77,117,2,18.14,17.83,8.57,3.27,272,47.81,0.72,0.09,1.91,0.18,20.56,40.42,36.69,2.33,37.94,37.29,17.93,6.84,low,no
206,344-3388,415,IN,no,no,no,2,0,122,243.8,83.9,179.8,13.7,521.2,98,72,84,8,41.45,7.13,8.09,3.7,262,60.37,0.49,0.12,1.99,0.23,46.78,16.1,34.5,2.63,68.66,11.81,13.4,6.13,high,no
207,375-8013,415,OR,no,no,no,3,0,38,194.4,186.7,223.3,10.8,615.2,94,95,90,5,33.05,15.87,10.05,2.92,284,61.89,1.63,0.1,2.17,0.22,31.6,30.35,36.3,1.76,53.4,25.64,16.24,4.72,critical,no
208,408-4142,510,MD,no,no,no,3,0,106,213.9,151.9,260.1,12.2,638.1,95,70,124,5,36.36,12.91,11.7,3.29,294,64.26,0.61,0.1,2.17,0.22,33.52,23.81,40.76,1.91,56.58,20.09,18.21,5.12,critical,no
209,386-3671,510,RI,no,no,no,3,0,99,217.2,246.7,226.1,15.8,705.8,112,89,89,7,36.92,20.97,10.17,4.27,297,72.33,0.73,0.1,2.38,0.24,30.77,34.95,32.03,2.24,51.04,28.99,14.06,5.9,critical,yes
210,411-2284,415,LA,no,no,no,1,0,99,241.1,155.6,188.2,11.6,596.5,72,98,109,10,40.99,13.23,8.47,3.13,289,65.82,0.66,0.11,2.06,0.23,40.42,26.09,31.55,1.94,62.28,20.1,12.87,4.76,low,no
